State,County,City,Name,RegionID,lon,lat
CA,Los Angeles,Culver City,Sunkist Park,763071,-118.40058795932971,33.99265901200262
CA,Los Angeles,Culver City,Fox Hills,763072,-118.388684646947,33.98521769997317
CA,Los Angeles,Culver City,Lucerne/Higuera,763073,-118.38625381226326,34.02348205275622
CA,Los Angeles,Culver City,Park East,763074,-118.3956671001947,34.01420161788768
CA,Los Angeles,West Hollywood,Center City,763257,-118.36377679841405,34.09395407032748
CA,Los Angeles,West Hollywood,Plummer Park,763258,-118.35118726568643,34.09258708905209
CA,Los Angeles,Santa Monica,Northeast,763773,-118.48018216695593,34.03910266996499
CA,Los Angeles,Santa Monica,Pico District,763774,-118.47002258430052,34.02288332263067
CA,Los Angeles,Santa Monica,Downtown/Third Street Promenade,763775,-118.49037519533107,34.01885297253844
CA,Los Angeles,Santa Monica,Santa Monica Pier Area/Ocean Avenue,763776,-118.49662907327681,34.01137949384491
CA,Los Angeles,Claremont,Hillsides,764294,-117.72198631725551,34.14435402034173
CA,Los Angeles,Agoura Hills,Forest Cove,761061,-118.77542332195385,34.15116422183389
CA,Los Angeles,Agoura Hills,Morrison Estates,761063,-118.77060845098224,34.1634275063401
CA,Los Angeles,Claremont,Stone Canyon,761104,-117.695012034524,34.15060356158024
CA,Los Angeles,Claremont,Blaisdell Ranch,761106,-117.70141148329171,34.139721470199845
CA,Los Angeles,Claremont,Thompson Creek,761111,-117.73088985085103,34.12446707088169
CA,Los Angeles,Claremont,Condit,761113,-117.73015130386773,34.1148447645525
CA,Los Angeles,Malibu,Sycamore Park,761131,-118.76246356729116,34.02940942013548
CA,Los Angeles,La Verne,West La Verne,761238,-117.78473192292734,34.10991859299243
CA,Los Angeles,Agoura Hills,Midtown,761254,-118.76362972147213,34.15205608031718
CA,Los Angeles,Agoura Hills,West Office District,761256,-118.78762562207798,34.144395242294365
CA,Los Angeles,Hawthorne,Parkside Village,761965,-118.32215875971653,33.920156270700446
CA,Los Angeles,Hawthorne,Bodger Park,761967,-118.33689300710125,33.898593078674566
CA,Los Angeles,La Verne,North La Verne,762115,-117.76335216587061,34.13330663894087
CA,Los Angeles,La Verne,South La Verne,762231,-117.77995164567305,34.095159439360756
CA,Los Angeles,West Hollywood,West Hollywood West,763067,-118.38300175158965,34.07897565920172
CA,Los Angeles,Culver City,Blanco/Culver Crest,763069,-118.38988016663806,33.996603452422534
CA,Los Angeles,Culver City,Culver West,763076,-118.4331116743524,33.995632699590274
CA,Los Angeles,Culver City,McManus,763078,-118.37805360685488,34.03009140511259
CA,Los Angeles,Santa Monica,Wilshire/Montana,763778,-118.49512200362572,34.02704518643127
CA,Los Angeles,Malibu,Trancas Canyon,764298,-118.84432429261196,34.035518469897
CA,Los Angeles,Hawthorne,Burleigh Tract,764303,-118.34829071448569,33.9094086693355
